Time,Name,IP,Status,Latency_ms
2025-11-10 11:33:14,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:33:22,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:33:24,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:33:26,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:33:53,Shakti_2.4GHz,192.168.1.1,UP,5.0
2025-11-10 11:33:55,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:33:57,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:33:59,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:34:01,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:34:03,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:34:05,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:34:07,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:34:09,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:34:11,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:34:19,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:34:21,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:34:23,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:34:25,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:34:27,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:34:29,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:34:31,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:34:33,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:34:35,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:34:37,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:34:45,Shakti_2.4GHz,192.168.1.1,UP,16.0
2025-11-10 11:34:47,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:34:49,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:34:51,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:34:53,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:34:55,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:34:57,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:34:59,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:35:01,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:35:03,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:35:11,Shakti_2.4GHz,192.168.1.1,UP,5.0
2025-11-10 11:35:13,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:35:15,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:35:17,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:35:19,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:35:21,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:35:23,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:35:25,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:35:27,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:35:29,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:35:37,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:35:39,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:35:41,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:35:43,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:35:45,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:35:47,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:35:49,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:35:51,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:35:53,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:35:55,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:36:03,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:36:05,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:36:07,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:36:09,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:36:11,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:36:13,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:36:15,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:36:17,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:36:19,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:36:21,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:36:29,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:36:31,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:36:33,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:36:35,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:36:37,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:36:39,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:36:41,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:36:43,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:36:45,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:36:47,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:36:55,Shakti_2.4GHz,192.168.1.1,UP,41.0
2025-11-10 11:36:57,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:36:59,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:37:01,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:37:03,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:37:05,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:37:07,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:37:09,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:37:11,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:37:13,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:37:21,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:37:23,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:37:25,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:37:27,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:37:29,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:37:31,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:37:33,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:37:35,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:37:37,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:37:39,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:37:47,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:37:49,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:37:51,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:37:53,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:37:55,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:37:57,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:37:59,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:38:01,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:38:03,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:38:05,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:38:13,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:38:15,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:38:17,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:38:19,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:38:21,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:38:23,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:38:25,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:38:27,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:38:29,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:38:31,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:38:39,Shakti_2.4GHz,192.168.1.1,UP,3.0
2025-11-10 11:38:41,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:38:43,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:38:45,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:38:47,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:38:49,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:38:51,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:38:53,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:38:55,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:38:57,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:39:05,Shakti_2.4GHz,192.168.1.1,UP,5.0
2025-11-10 11:39:07,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:39:09,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:39:11,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:39:13,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:39:15,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:39:17,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:39:19,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:39:21,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:39:23,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:39:31,Shakti_2.4GHz,192.168.1.1,UP,7.0
2025-11-10 11:39:33,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:39:35,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:39:37,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:39:39,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:39:41,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:39:43,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:39:45,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:39:47,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:39:49,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:39:57,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:39:59,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:40:01,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:40:03,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:40:05,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:40:07,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:40:09,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:40:11,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:40:13,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:40:15,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:40:23,Shakti_2.4GHz,192.168.1.1,UP,14.0
2025-11-10 11:40:25,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:40:27,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:40:29,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:40:31,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:40:33,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:40:35,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:40:37,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:40:39,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:40:41,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:40:49,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:40:51,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:40:53,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:40:55,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:40:57,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:40:59,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:41:01,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:41:03,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:41:05,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:41:07,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:41:15,Shakti_2.4GHz,192.168.1.1,UP,29.0
2025-11-10 11:41:17,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:41:19,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:41:21,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:41:23,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:41:25,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:41:27,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:41:29,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:41:31,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:41:33,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:41:41,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:41:43,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:41:45,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:41:47,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:41:49,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:41:51,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:41:53,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:41:55,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:41:57,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:41:59,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:42:07,Shakti_2.4GHz,192.168.1.1,UP,5.0
2025-11-10 11:42:09,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:42:11,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:42:13,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:42:15,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:42:17,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:42:19,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:42:21,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:42:23,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:42:25,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:42:33,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:42:35,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:42:37,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:42:39,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:42:41,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:42:43,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:42:45,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:42:47,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:42:49,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:42:51,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:42:59,Shakti_2.4GHz,192.168.1.1,UP,5.0
2025-11-10 11:43:01,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:43:03,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:43:05,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:43:07,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:43:09,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:43:11,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:43:13,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:43:15,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:43:17,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:43:25,Shakti_2.4GHz,192.168.1.1,UP,6.0
2025-11-10 11:43:27,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:43:29,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:43:31,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:43:33,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:43:35,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:43:37,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:43:39,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:43:41,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:43:43,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:43:51,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:43:53,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:43:55,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
2025-11-10 11:43:57,Air_Shakti_564_2.4GHz,192.168.1.4,DOWN,
2025-11-10 11:43:59,Air_Shakti_501_2.4GHz,192.168.1.5,DOWN,
2025-11-10 11:44:01,Air_Shakti_501_5GHz,192.168.1.6,DOWN,
2025-11-10 11:44:03,Lawful_Connect_2.4GHz,192.168.1.7,DOWN,
2025-11-10 11:44:05,Lawfull_Conect_5GHz,192.168.1.8,DOWN,
2025-11-10 11:44:07,Airtel_Zerotouch,192.168.1.9,DOWN,
2025-11-10 11:44:09,Airtel_Zerotouch_5G,192.168.1.10,DOWN,
2025-11-10 11:44:17,Shakti_2.4GHz,192.168.1.1,UP,1.0
2025-11-10 11:44:19,SHAKTI_5GHz,192.168.1.2,DOWN,
2025-11-10 11:44:21,Air_Shakti_564_5GHz,192.168.1.3,DOWN,
